"Date","Open","High","Low","Close","Volume"
"1973-07-02",890.2,944.08,863.94,926.4,15300400
"1973-06-01",901.41,935.58,864.46,891.71,13308000
"1973-05-01",921.43,965.16,875.45,901.41,15884000
"1973-04-02",951.01,975.32,907.51,921.43,14640500
"1973-03-01",955.07,985.25,911.12,951.01,16233600
"1973-02-01",999.02,1019.94,938.82,955.07,17691500
"1973-01-02",1022.88,1067.2,988.11,999.02,19458000
"1972-12-01",1018.21,1042.44,996.09,1020.02,19593600
"1972-11-01",955.52,1029.73,955.3,1018.21,21245500
"1972-10-02",953.27,964.1,917.07,955.52,15125000
"1972-09-01",963.73,977.35,927.15,953.27,13122000
"1972-08-01",924.74,980.36,922.03,963.73,16055200
"1972-07-03",929.03,955.45,900.06,924.74,15001000
"1972-06-01",960.72,967.72,917.75,929.03,14880400
"1972-05-01",954.17,979.46,917.37,960.72,15958100
"1972-04-03",940.7,977.72,933.62,954.17,19107500
"1972-03-01",928.13,957.03,924.14,940.7,19000400
"1972-02-01",902.17,933.25,894.34,928.13,19829000
"1972-01-03",890.2,923.99,882.75,902.17,18940000
"1971-12-01",831.34,902.47,831.12,890.2,17805400
"1971-11-01",839,855.21,790.67,831.34,14034700
"1971-10-01",887.19,910.56,827.83,839,13894700
"1971-09-01",898.07,925.67,877.48,887.19,12676600
"1971-08-02",858.43,917.79,834.92,898.07,15043100
"1971-07-01",891.14,908.81,854.41,858.43,13248000
"1971-06-01",907.81,929.6,866.31,891.14,14500000
"1971-05-03",941.75,948.85,898.61,907.81,15956000
"1971-04-01",904.37,958.12,897.48,941.75,19955700
"1971-03-01",878.83,922.3,873.22,904.37,17716900
"1971-02-01",868.5,898.14,861.99,878.83,20444200
"1971-01-04",838.92,873.84,826.53,868.5,18472500
"1970-12-01",794.09,848.23,787.45,838.92,15846800
"1970-11-02",755.61,797.51,749.52,794.09,12399500
"1970-10-01",760.68,791.07,746.71,755.61,12358600
"1970-09-01",764.58,778.27,741.51,760.68,15148500
"1970-08-03",734.12,772.04,702.83,764.58,10925200
"1970-07-01",683.53,743.36,665.32,734.12,10880900
"1970-06-01",700.44,728.23,674.9,683.53,10713600
"1970-05-01",736.07,740.76,627.46,700.44,12992800
"1970-04-01",785.57,798.84,716.74,736.07,10590900
"1970-03-02",777.59,803.26,757.99,785.57,10535700
"1970-02-02",744.06,784.19,738.78,777.59,12698400
"1970-01-02",800.36,819.23,739.11,744.06,11114700
"1969-12-01",812.3,816.39,764.45,800.36,13260400
"1969-11-03",855.99,871.77,800.36,812.3,11692100
"1969-10-01",813.09,868,793.95,855.99,14052600
"1969-09-02",836.72,845.96,804.45,813.09,10872800
"1969-08-01",815.6,843.72,800.62,836.72,10025200
"1969-07-01",873.19,893.87,788.07,815.47,11543300
"1969-06-02",937.56,938.73,862.46,873.19,11608000
"1969-05-01",950.18,974.92,928.58,937.56,12778500
"1969-04-01",935.48,956.28,908.81,950.18,12203800
"1969-03-03",905.21,941.38,895.76,935.48,10577000
"1969-02-03",946.05,959.16,895.39,905.21,12026600
"1969-01-02",943.75,960.16,915.53,946.05,12664500
"1968-12-02",985.08,994.65,936.66,943.75,15589400
"1968-11-01",952.39,989.56,936.54,985.08,15661100
"1968-10-01",935.79,974.27,932.93,952.39,16102700
"1968-09-03",896.01,945.86,892.59,935.79,14230000
"1968-08-01",883,902.35,863.33,896.01,11231100
"1968-07-01",897.8,933.83,876.99,883,14864700
"1968-06-03",899,924.93,891.48,897.8,15842900
"1968-05-01",912.22,935.68,885.53,899,13866800
"1968-04-01",849.23,918.11,849.23,912.22,15490000
"1968-03-01",840.5,854.25,817.61,840.67,9600400
"1968-02-01",855.47,871.3,826.46,840.5,9583100
"1968-01-02",905.11,921.87,850.5,855.47,12371800
"1967-12-01",875.81,910.37,868.76,905.11,12220500
"1967-11-01",879.74,894.88,839.4,875.81,11014500
"1967-10-02",926.66,940.36,876.21,879.74,10763600
"1967-09-01",901.29,951.57,894.19,926.66,10733500
"1967-08-01",904.24,933.14,887.83,901.29,9419100
"1967-07-03",860.26,918.69,853.21,904.24,11353000
"1967-06-01",852.56,892.8,836.92,860.26,10020000
"1967-05-01",897.05,915.87,850.39,852.56,10331300
"1967-04-03",865.98,903.73,838.98,897.05,9942500
"1967-03-01",839.37,883.41,835.3,865.98,10580400
"1967-02-01",849.89,871.71,827.95,839.37,10153600
"1967-01-03",785.69,857.02,776.16,849.89,10426100
"1966-12-01",791.59,827.22,779.34,785.69,8400000
"1966-11-01",807.07,827.33,784.79,791.59,7650500
"1966-10-03",774.22,816.64,735.74,807.07,7241400
"1966-09-01",788.41,822.93,763.36,774.22,6009500
"1966-08-01",846.6,860.57,759.52,788.41,7440000
"1966-07-01",870.1,901.16,843.76,847.38,6248000
"1966-06-01",884.07,910.35,858.9,870.1,6713600
"1966-05-02",933.68,939.64,859.13,884.07,8431400
"1966-04-01",924.77,961.91,921.77,933.68,9669000
"1966-03-01",951.89,955.17,905.4,924.77,8610800
"1966-02-01",983.51,1001.11,946.1,951.89,9247300
"1966-01-03",969.26,1000.55,961.91,983.51,9081400
"1965-12-01",946.71,976.61,924.44,969.26,9013100
"1965-11-01",960.82,969.98,937.24,946.71,7805000
"1965-10-01",930.58,967.46,923.23,960.82,8158500
"1965-09-01",893.1,944.96,886.96,930.58,7802300
"1965-08-02",881.74,901.88,874.78,893.1,5192700
"1965-07-01",868.03,889.98,857.71,881.74,4302300
"1965-06-01",918.04,921.85,832.74,868.03,6140400
"1965-05-03",922.31,944.82,904.82,918.04,5723000
"1965-04-01",889.05,925.42,886.84,922.31,5919500
"1965-03-01",903.48,907.88,884.68,889.05,5621700
"1965-02-01",902.86,911.8,877.48,903.48,6214700
"1965-01-04",874.13,907.79,865.1,902.86,5803500
"1964-12-01",875.43,881.35,850.19,874.13,5021800
"1964-11-02",873.08,897,866.8,875.43,5185700
"1964-10-01",875.37,886.28,861.42,873.08,5030400
"1964-09-01",838.48,880.24,836.56,875.37,5451900
"1964-08-03",841.1,847.19,820.78,838.48,4077100
"1964-07-01",831.5,855.19,829.3,841.1,4855000
"1964-06-01",820.56,835.9,796.9,831.5,4568600
"1964-05-01",810.77,836.06,808.55,820.56,5185500
"1964-04-01",813.29,831.63,807.18,810.77,5871800
"1964-03-02",800.14,824.72,798.05,813.29,5668000
"1964-02-03",785.34,803.46,777.99,800.14,4899400
"1964-01-02",762.95,791.63,760.34,785.34,5482700
"1963-12-02",750.52,773.07,746.78,762.95,5018500
"1963-11-01",755.23,759.56,710.83,750.52,5488800
"1963-10-01",732.79,767.24,732.49,755.23,5538600
"1963-09-03",729.32,753.04,728.63,732.79,5517500
"1963-08-01",695.43,731.68,691.23,729.32,4373100
"1963-07-01",706.88,719.02,684.41,695.43,3648600
"1963-06-03",726.96,732.97,702.42,706.88,4680000
"1963-05-01",717.7,730.43,708.16,726.96,4988600
"1963-04-01",682.52,721.92,680.55,717.7,5284200
"1963-03-01",662.94,687.37,656.66,682.52,3721400
"1963-02-01",682.85,694.27,661.27,662.94,4379400
"1963-01-02",652.1,686.91,643.57,682.85,4829000
"1962-12-03",649.3,658.78,636.88,652.1,4314500
"1962-11-01",589.77,655.95,582.66,649.3,5029500
"1962-10-01",578.98,594.79,549.65,589.77,3555600
"1962-09-04",609.18,612.44,572.16,578.98,3460000
"1962-08-01",597.64,622.02,582.12,609.18,3618600
"1962-07-02",561.28,601.15,557.31,597.93,3730900
"1962-06-01",613.36,616.54,524.55,561.28,4994200
"1962-05-01",665.33,679.2,553.75,613.36,5533600
"1962-04-02",706.95,709.74,661.48,665.33,3469500
"1962-03-01",708.05,727.14,703.27,706.95,3245000
"1962-02-01",700,721.39,696.07,708.05,3640000
"1962-01-02",731.14,734.38,686.89,700,3846800
"1961-12-01",721.6,739.88,714.6,731.14,4387500
"1961-11-01",703.92,741.3,700.12,721.6,4599000
"1961-10-02",701.21,714.07,693.12,703.92,3469500
"1961-09-01",719.94,733.53,688.87,701.21,3344000
"1961-08-01",705.37,730.17,702.21,719.94,3670000
"1961-07-03",683.96,709.75,674.8,705.37,3200500
"1961-06-01",696.72,708.88,673.49,683.96,3430400
"1961-05-01",678.71,714.69,672.98,696.72,4821900
"1961-04-03",676.63,700.75,671.64,678.71,5273500
"1961-03-01",662.08,685.32,656.36,676.63,5484500
"1961-02-01",648.2,667.03,632.81,662.08,5187300
"1961-01-03",615.89,655.18,606.09,648.2,4461900
"1960-12-01",597.22,621.33,589.82,615.89,3934700
"1960-11-01",580.36,614.09,579.43,597.22,3254500
"1960-10-03",580.14,600.03,564.23,580.36,2706100
"1960-09-01",625.99,630.95,565.49,580.14,3057600
"1960-08-01",616.73,645.3,600.28,625.99,2976500
"1960-07-01",640.62,650.1,597.3,616.73,2829500
"1960-06-01",625.5,663.64,620.61,640.62,3610000
"1960-05-02",601.7,631.44,596.61,625.5,3454200
"1960-04-01",616.59,637.16,598.35,601.7,3007500
"1960-03-01",630.12,632.65,596.2,616.59,2973900
"1960-02-01",622.62,640.3,603.34,630.12,3174500
"1960-01-04",679.36,688.21,619.51,622.62,3349000
"1959-12-01",659.97,682.72,658.48,679.36,3455400
"1959-11-02",646.6,661.23,630.99,659.18,3587800
"1959-10-01",631.68,649.4,624.55,646.6,2949500
"1959-09-01",664.41,664.95,613.3,631.68,2873800
"1959-08-03",674.88,683.9,639.34,664.41,2532800
"1959-07-01",643.6,678.67,643.6,674.88,3325900
"1959-06-01",643.79,648.65,613.11,643.6,3068600
"1959-05-01",623.75,647.24,611.68,643.79,3511400
"1959-04-01",601.71,635.29,599.65,623.75,3606800
"1959-03-02",603.5,618.8,599.21,601.71,4059500
"1959-02-02",593.96,607.61,571.73,603.5,3688900
"1959-01-02",583.65,601.74,580.54,593.96,4135200
"1958-12-01",557.46,587.44,553.7,583.65,3805200
"1958-11-03",543.22,572.05,538.43,557.46,4359400
"1958-10-01",532.09,549.71,527.68,543.22,4301700
"1958-09-02",508.63,535,508.39,532.09,3623800
"1958-08-01",502.99,514.44,499.82,508.63,3074200
"1958-07-01",478.18,508.39,472.07,502.99,3357700
"1958-06-02",462.7,482.11,462.7,478.18,2830000
"1958-05-01",455.86,465.32,453.84,462.7,2688000
"1958-04-01",446.76,458.33,437.25,455.86,2531900
"1958-03-03",439.92,457.27,439.24,446.76,2320400
"1958-02-03",450.02,459.77,434.04,439.92,2088500
"1958-01-02",435.69,453.63,434.37,450.02,2357200
"1957-12-02",449.87,452.16,423.86,435.69,2833800
"1957-11-01",438.76,452.49,425.46,449.87,2681000
"1957-10-01",456.3,468.15,416.15,441.04,2875200
"1957-09-03",484.35,487.59,452.19,456.3,1920500
"1957-08-01",508.52,509.98,469.03,484.35,1954000
"1957-07-01",503.29,523.11,500.75,508.52,2275400
"1957-06-03",504.93,516.81,492.87,503.29,2262000
"1957-05-01",494.36,508.87,492.29,504.93,2482200
"1957-04-01",474.81,497.22,473.09,494.36,2404200
"1957-03-01",464.62,477.58,463.66,474.81,1774700
"1957-02-01",479.16,479.76,453.07,464.62,2060500
"1957-01-02",499.47,502.57,471.06,479.16,2275400
"1956-12-03",474.26,501.56,474.26,499.47,2632100
"1956-11-01",480.23,500.52,460.41,472.78,2292500
"1956-10-01",475.25,494.11,463.83,479.85,1851300
"1956-09-04",502.04,512.68,474.23,475.25,2049400
"1956-08-01",517.81,523.33,492.19,502.04,2003000
"1956-07-02",492.78,519.97,488.36,517.81,2293800
"1956-06-01",478.05,494.82,467.99,492.78,1855200
"1956-05-01",516.12,519.8,463.85,478.05,2510400
"1956-04-02",511.79,524.37,500.99,516.12,2706100
"1956-03-01",483.65,515.86,483.63,511.79,3037600
"1956-02-01",470.74,491.09,463.89,483.65,2513500
"1956-01-03",488.4,490.92,458.21,470.74,2336100
"1955-12-01",483.26,490.56,478.32,488.4,2562300
"1955-11-01",454.87,490.75,452.12,483.26,2463000
"1955-10-03",465.4,465.4,433.19,454.87,2092800
"1955-09-01",468.18,489.94,446.74,466.62,2962800
"1955-08-01",465.85,469.51,445.67,468.18,1897800
"1955-07-01",451.38,471.73,449.5,465.85,2527000
"1955-06-01",424.86,453.48,422.48,451.38,2749500
"1955-05-02",425.65,428.27,412.6,424.86,2259000
"1955-04-01",409.78,432.76,409.78,425.65,2801000
"1955-03-01",411.87,421.83,387.5,409.7,2976500
"1955-02-01",408.83,416.55,403.51,411.87,3338400
"1955-01-03",404.39,412.47,385.65,408.83,3721400
"1954-12-01",386.77,407.17,381.81,404.39,3650900
"1954-11-01",352.14,391.21,350.16,386.77,3322500
"1954-10-01",360.46,366.4,350.72,352.14,2193800
"1954-09-01",335.8,366.02,334.97,360.46,2050400
"1954-08-02",347.92,352.27,333.21,335.8,2706300
"1954-07-01",333.53,349.21,330.68,347.92,2601900
"1954-06-01",327.49,338.78,315.66,333.53,2008100
"1954-05-03",319.33,328.93,316.45,327.49,2192000
"1954-04-01",303.51,321.71,301.7,319.33,2188000
"1954-03-01",294.54,305.15,294.23,303.51,2032100
"1954-02-01",292.39,295.43,287.37,294.54,1851000
"1954-01-04",280.9,294.56,278.91,292.39,1768500
"1953-12-01",281.37,285.2,275.91,280.9,1756300
"1953-11-02",275.81,282.46,273.01,281.37,1588800
"1953-10-01",264.04,277.04,262.45,275.81,1290900
"1953-09-01",261.22,266.61,254.36,264.04,1337600
"1953-08-03",275.38,278.3,260.83,261.22,1241900
"1953-07-01",268.26,275.85,266.96,275.38,1024300
"1953-06-01",272.28,272.64,260.75,268.26,1222700
"1953-05-01",274.75,280.01,270.65,272.28,1269000
"1953-04-01",279.87,281.81,269.25,274.75,1690900
"1953-03-02",284.27,291.96,277.57,279.87,2074000
"1953-02-02",289.77,290.94,279.72,284.27,1786600
"1953-01-02",291.9,295.06,284.29,289.77,1705700
"1952-12-01",283.66,293.5,280.68,291.9,1933100
"1952-11-03",269.23,284.65,268.79,283.66,1904100
"1952-10-01",270.61,272.36,262.01,269.23,1259000
"1952-09-02",275.1,278.16,267.08,270.61,1200900
"1952-08-01",279.56,281.47,272.28,275.04,1037100
"1952-07-01",274.26,280.25,271.73,279.56,1151300
"1952-06-02",262.94,274.97,260.83,274.26,1281400
"1952-05-01",257.44,265.17,254.7,262.94,1121400
"1952-04-01",269.46,269.81,257.04,257.63,1336100
"1952-03-03",260.27,270.4,258.95,269.46,1345700
"1952-02-01",270.69,272.91,257.44,260.08,1377800
"1952-01-02",269.23,276.26,266.34,270.69,1651300
"1951-12-03",262.29,270,261.73,269.23,1450000
"1951-11-01",262.35,265.82,254.91,261.27,1321500
"1951-10-01",271.16,277.3,256.39,262.35,1851800
"1951-09-04",270.25,277.51,269.08,271.16,1990000
"1951-08-01",257.86,271.64,256.81,270.25,1528600
"1951-07-02",242.64,262.21,241.06,257.86,1406600
"1951-06-01",249.65,255.23,240.72,242.64,1807100
"1951-05-01",259.13,264.44,241.89,249.65,1699500
"1951-04-02",247.82,260.83,244.98,259.13,1597100
"1951-03-01",252.05,254.42,242.06,248.53,1599000
"1951-02-01",248.83,257.06,247.04,252.05,2161100
"1951-01-02",235.41,250.56,234.93,248.83,3080000
"1950-12-01",227.6,236.52,221.31,235.42,2935500
"1950-11-01",225.01,236.63,220.59,227.6,2146000
"1950-10-02",226.46,232.75,223.59,225.01,2247600
"1950-09-01",217.12,228.17,217.12,226.36,2019500
"1950-08-01",209.56,222.17,209.55,216.87,1740800
"1950-07-03",209.11,212.19,195.4,209.4,2308000
"1950-06-01",223.42,229.2,206.03,209.11,2196300
"1950-05-01",214.33,224.24,214.06,223.42,1989000
"1950-04-03",206.37,216.32,205.93,213.56,2358900
"1950-03-01",203.44,211.22,201.14,206.05,1710000
"1950-02-01",201.79,205.39,200.59,203.44,1750500
"1950-01-03",200.13,202.92,193.94,201.79,1926600
"1949-12-01",191.55,200.91,191.12,200.52,1806600
"1949-11-01",189.54,194.35,186.98,191.55,1402600
"1949-10-03",181.98,191.44,180.9,189.54,1398000
"1949-09-01",178.66,184.09,177.63,182.51,1188000
"1949-08-01",175.92,182.67,175.68,178.66,979100
"1949-07-01",167.42,177.04,166.94,175.92,971000
"1949-06-01",168.36,168.98,160.62,167.42,835000
"1949-05-02",174.16,177.18,168.14,168.36,885700
"1949-04-01",177.04,177.78,172.26,174.06,916000
"1949-03-01",173.36,179.19,172.59,177.1,903400
"1949-02-01",179.12,180.94,170.56,173.06,868400
"1949-01-03",176.99,182.5,174.37,179.12,868500
"1948-12-01",171.67,179.15,171.67,177.3,1221700
"1948-11-01",188.62,190.45,170.35,171.2,1452600
"1948-10-01",178.3,190.88,178.22,188.28,967500
"1948-09-01",181.71,185.64,175.84,178.3,912300
"1948-08-02",181.33,184.54,177.4,181.71,711800
"1948-07-01",189.46,192.38,179.58,181.33,1233800
"1948-06-01",190.74,194.49,186.56,189.46,1451300
"1948-05-03",180.28,192.31,179.47,190.74,1974000
"1948-04-01",177.2,184.48,175.96,180.51,1528600
"1948-03-01",167.46,177.61,165.03,177.2,1019500
"1948-02-02",175.05,176.05,164.07,166.8,910000
"1948-01-02",181.16,181.69,170.7,174.76,946100
"1947-12-01",179.4,181.82,175.19,181.16,1225000
"1947-11-03",182.48,183.97,179.3,179.51,924100
"1947-10-01",177.49,186.24,176.89,181.81,1260000
"1947-09-02",178.85,180.56,174.02,177.49,809000
"1947-08-01",183.18,184.38,176.54,178.85,702300
"1947-07-01",177.48,187.66,177.48,183.18,1195400
"1947-06-02",168.66,178.08,167.43,177.3,864200
"1947-05-01",170.64,175.08,161.38,169.25,944700
"1947-04-01",177.2,178.28,165.39,170.64,932800
"1947-03-03",179.29,182.48,171.94,177.2,858000
"1947-02-03",180.88,184.96,176.34,178.9,1170000
"1947-01-02",177.2,181.34,170.13,180.44,1034000
"1946-12-02",169.07,178.58,166.2,177.2,1384700
"1946-11-01",169.5,175.78,162.29,169.78,1230000
"1946-10-01",172.42,177.05,160.49,169.15,1355200
"1946-09-03",188.21,188.21,164.09,172.42,2227000
"1946-08-01",201.56,205.01,187.26,189.19,999500
"1946-07-01",205.79,208.59,194.33,201.56,982700
"1946-06-03",212.28,212.48,198.98,205.62,1136500
"1946-05-01",206.59,213.36,199.26,212.28,1361800
"1946-04-01",199.75,209.36,198.47,206.77,1418000
"1946-03-01",190.09,201.85,186.77,199.56,1152300
"1946-02-01",204.67,207.49,184.05,190.09,1777700
"1946-01-02",192.65,206.59,189.77,204.67,2220000
"1945-12-03",192.4,196.59,187.51,192.91,1626800
"1945-11-01",187.02,192.95,186.44,191.46,2017800
"1945-10-01",181.93,187.55,181.93,186.6,1640000
"1945-09-04",174.29,180.8,173.23,180.11,1266300
"1945-08-01",162.88,174.54,161.14,174.29,1084700
"1945-07-02",165.39,167.79,159.95,162.88,993300
"1945-06-01",168.3,169.55,163.78,164.57,1856100
"1945-05-01",165.44,169.53,162.6,168.3,1378600
"1945-04-02",154.51,165.71,154.51,165.44,1328000
"1945-03-01",160.4,162.22,151.74,154.06,1216600
"1945-02-01",153.67,160.85,153.22,160.4,1762700
"1945-01-02",152.32,156.68,150.53,153.67,1685900
"1944-12-01",147.33,152.75,146.76,151.93,1442000
"1944-11-01",146.53,148.39,145.17,147.33,897500
"1944-10-02",146.73,149.2,145.33,146.53,799500
"1944-09-01",146.99,147.47,142.53,146.31,767500
"1944-08-01",146.11,149.28,144.48,146.99,892600
"1944-07-03",148.46,150.88,145.26,146.11,1291000
"1944-06-01",142.24,149.15,140.9,148.38,1670000
"1944-05-01",136.23,142.44,136.18,142.24,777200
"1944-04-03",138.66,139.45,134.75,136.21,682100
"1944-03-01",136.3,141.43,135.86,138.84,1141300
"1944-02-01",137.4,137.69,134.1,136.3,847000
"1944-01-03",135.89,138.89,135.51,137.4,790000
"1943-12-01",129.76,136.73,129.76,135.89,839500
"1943-11-01",138.27,138.96,128.94,129.57,920500
"1943-10-01",140.12,140.63,135.92,138.29,659000
"1943-09-01",136.65,142.5,136.37,140.12,670400
"1943-08-02",135.95,138.83,133.87,136.62,629500
"1943-07-01",143.38,146.41,136.72,137.25,1190400
"1943-06-01",142.06,143.7,138.07,143.38,1016800
"1943-05-03",136.2,141.58,136.08,141.18,1616000
"1943-04-01",136.57,137.45,129.79,135.48,1520400
"1943-03-01",130.11,137.2,127.91,136.57,1550400
"1943-02-01",125.58,130.43,124.69,129.71,1280500
"1943-01-04",119.93,125.71,118.84,125.41,855500
"1942-12-01",114.5,120.19,114.08,119.4,865400
"1942-11-02",114.07,118.18,113.46,114.5,695500
"1942-10-01",109.16,116.01,109.16,113.5,699500
"1942-09-01",106.33,109.98,105.58,109.11,434700
"1942-08-03",105.9,107.88,104.5,106.33,332800
"1942-07-01",103.29,109.49,102.27,105.72,361700
"1942-06-01",100.96,106.63,100.93,103.34,325900
"1942-05-01",95.35,101.5,95.08,100.88,327100
"1942-04-01",99.53,102.75,92.69,95.35,344200
"1942-03-02",106.49,107.16,98.32,99.53,369000
"1942-02-02",109.11,111.04,104.67,106.58,413300
"1942-01-02",110.96,114.96,108.3,109.41,563300
"1941-12-01",114.23,117.54,105.52,110.96,1600900
"1941-11-03",118.11,120.34,114.1,114.66,837000
"1941-10-01",126.82,127.2,117.4,117.82,581300
"1941-09-02",127.77,130,125.33,126.82,623300
"1941-08-01",128.68,128.68,124.66,127.43,478000
"1941-07-01",123.14,131.1,122.54,128.79,804000
"1941-06-02",115.76,125.14,115.52,123.14,481400
"1941-05-01",115.54,118.45,114.78,116.23,430400
"1941-04-01",122.87,125.28,115.33,115.54,510400
"1941-03-03",121.65,124.35,119.98,122.72,453300
"1941-02-03",123.28,125.27,117.43,121.97,447300
"1941-01-02",131.13,134.27,123.86,124.13,572200
"1940-12-02",131,133,127.83,131.13,826100
"1940-11-01",134.61,138.77,129.13,130.03,1042700
"1940-10-01",133.04,135.86,129.47,134.61,651700
"1940-09-03",129.42,135.48,127.22,132.64,573500
"1940-08-01",126.14,129.18,120.9,128.88,331800
"1940-07-01",121.77,127.18,120.14,126.14,337700
"1940-06-03",115.67,125.31,110.41,122.06,767500
"1940-05-01",148.14,148.7,110.51,116.22,1650000
"1940-04-01",147.95,152.09,145.86,148.43,1138600
"1940-03-01",146.54,149.45,145.08,147.54,753500
"1940-02-01",145.33,150.04,144.69,146.54,667300
"1940-01-02",150.45,153.29,143.06,145.33,693100
"1939-12-01",145.69,150.7,145.51,149.99,856000
"1939-11-01",151.88,153.18,144.85,145.69,907000
"1939-10-02",152.36,155.95,148.73,151.88,1090400
"1939-09-01",134.41,157.77,127.51,150.16,2618000
"1939-08-01",143.26,145.75,128.6,134.41,719100
"1939-07-03",131.73,145.72,131.18,143.26,852000
"1939-06-01",137.36,140.75,128.97,130.63,535900
"1939-05-01",128.45,139.23,127.53,138.18,576300
"1939-04-03",132.83,135.57,120.04,128.38,882600
"1939-03-01",147.3,152.71,131.35,131.84,1083900
"1939-02-01",143.47,148.16,141.92,147.3,719400
"1939-01-03",154.76,155.47,136.1,143.76,1140900
"1938-12-01",149.82,154.94,146.44,154.36,1254700
"1938-11-01",151.73,158.9,145.21,149.82,1387300
"1938-10-03",143.13,155.38,142.64,151.73,1869500
"1938-09-01",139.27,143.42,127.85,141.45,1115200
"1938-08-01",140.96,145.89,135.38,139.27,843900
"1938-07-01",133.88,146.31,133.53,141.2,1807500
"1938-06-01",107.74,138.19,107.58,133.88,1149500
"1938-05-02",110.55,120.28,106.44,107.74,624700
"1938-04-01",100.95,121.54,100.95,111.66,703000
"1938-03-01",129.64,131.03,97.46,98.95,953400
"1938-02-01",122.69,132.86,117.13,129.64,738900
"1938-01-03",120.85,134.95,118.94,121.87,1075200
"1937-12-01",123.48,131.15,117.71,120.85,1207300
"1937-11-01",137.01,137.01,112.54,123.48,1408900
"1937-10-01",154.57,155.11,115.84,138.48,2477500
"1937-09-01",176.11,176.11,146.22,154.57,1480400
"1937-08-02",185.61,189.94,175.09,177.41,745900
"1937-07-01",169.32,185.15,169.13,184.01,948500
"1937-06-01",172.69,175.4,163.31,169.32,722700
"1937-05-03",174.42,176.91,166.2,174.71,873500
"1937-04-01",186.41,186.63,168.77,174.27,1531800
"1937-03-01",187.3,195.59,179.28,186.41,2177200
"1937-02-01",185.74,191.39,184.85,187.17,2596100
"1937-01-04",178.39,187.8,176.96,184.74,2755500
"1936-12-01",183.22,183.59,175.31,179.9,2133600
"1936-11-02",177.19,186.39,175.35,183.22,2636600
"1936-10-01",167.82,178.44,167.54,177.15,1932800
"1936-09-01",166.29,170.72,164.82,167.82,1374200
"1936-08-03",165.42,170.15,160.52,166.29,1188000
"1936-07-01",157.69,168.23,154.85,164.86,1455600
"1936-06-01",152.64,161.15,148.52,157.69,953100
"1936-05-01",145.67,153.57,144.18,152.64,943300
"1936-04-01",157.04,163.07,141.53,145.67,1846100
"1936-03-02",152.15,159.87,149.65,156.34,2166300
"1936-02-03",149.58,155.69,148.32,152.53,3056300
"1936-01-02",144.13,150,141.55,149.49,2930400
"1935-12-02",142.35,145.13,138.33,144.13,2086100
"1935-11-01",140.07,149.42,139.99,142.34,2949400
"1935-10-01",131.92,142.08,126.95,139.74,1982600
"1935-09-03",127.89,135.34,126.43,131.92,1642500
"1935-08-01",126.23,129.97,124.28,127.35,1778600
"1935-07-01",118.21,127.04,117.8,126.23,1328600
"1935-06-03",110.15,121.3,110.15,118.36,1024000
"1935-05-01",109.45,117.62,107.82,110.64,1334500
"1935-04-01",100.81,111.52,99.75,109.45,980000
"1935-03-01",102.38,103.59,95.95,100.78,709000
"1935-02-01",101.69,108.29,99.95,102.38,744400
"1935-01-02",104.04,106.71,99.54,101.69,822700
"1934-12-03",102.77,104.46,98.93,104.04,1097500
"1934-11-01",93.36,103.51,92.79,102.94,1027800
"1934-10-01",92.17,96.36,89.84,93.36,682200
"1934-09-04",92.59,94.05,85.72,92.49,630500
"1934-08-01",88.55,95.59,86.32,92.86,690800
"1934-07-02",95.71,99.35,84.58,88.05,942300
"1934-06-01",93.71,101.11,91.7,95.75,721400
"1934-05-01",100.49,101.36,89.1,94,1058600
"1934-04-02",101.85,107,100.31,100.49,1371900
"1934-03-01",103.46,105.99,97.41,100.31,1302300
"1934-02-01",107.94,111.93,102.21,103.46,2861100
"1934-01-02",99.9,110.06,96.26,107.22,2424500
"1933-12-01",98.41,103.97,93.7,98.67,1610000
"1933-11-01",88.16,101.94,86.83,98.14,1608000
"1933-10-02",94.82,100.58,83.57,88.16,1785700
"1933-09-01",102.41,107.68,92.44,94.24,2084500
"1933-08-01",90.77,105.6,89.61,102.41,1894700
"1933-07-03",101.64,110.53,84.45,90.77,5556000
"1933-06-01",88.11,100.48,86.48,98.14,5434000
"1933-05-01",77.66,91.33,75.61,88.11,4559500
"1933-04-03",55.66,75.2,55,73.1,2504200
"1933-03-01",51.39,64.56,50.25,55.4,1251200
"1933-02-01",60.89,60.89,49.68,51.39,1009400
"1933-01-03",59.93,65.28,58.87,60.9,873300
"1932-12-01",56.35,62.89,55.58,60.26,1053800
"1932-11-01",61.57,68.27,55.94,56.35,1102000
"1932-10-03",72.09,72.63,57.67,61.9,1315500
"1932-09-01",73.16,81.39,64.27,71.56,2978500
"1932-08-01",54.26,77.01,52.4,73.16,3404300
"1932-07-01",42.84,54.68,40.56,53.89,1165500
"1932-06-01",44.74,51.43,42.31,42.84,963600
"1932-05-02",56.11,59.76,44.27,44.74,1067100
"1932-04-01",73.28,74.38,55.37,55.93,1421900
"1932-03-01",81.44,89.87,72.49,73.28,1400000
"1932-02-01",76.32,89.84,70.64,81.44,1484700
"1932-01-04",74.06,87.78,69.85,76.55,1598500
"1931-12-01",93.38,93.38,71.79,77.9,2162700
"1931-11-02",105.43,119.15,89.35,93.87,1808900
"1931-10-01",96.61,109.69,85.51,103.97,2162300
"1931-09-01",139.41,140.54,95.76,96.61,2399000
